Mark,Competitor,DOB,Nat,Pos,Venue,Date,WIND
20.63,Jeremy TAYLOR,02 MAR 1977,USA,5,"Athens, GA (USA)",16 MAY 1999,0.0
20.63,Shawn CRAWFORD,14 JAN 1978,USA,h,"Boise, ID (USA)",02 JUN 1999,0.4
20.63,Antoine BOUSSOMBO,18 MAY 1968,GAB,1,Velenje (SLO),26 JUN 1999,-0.4
20.63,Marlon DEVONISH,01 JUN 1976,GBR,1,Gateshead (GBR),27 JUN 1999,0.0
20.63,Julian GOLDING,17 FEB 1975,GBR,5,Oslo (NOR),30 JUN 1999,0.7
20.63,Patrick STEVENS,31 JAN 1968,BEL,5,Linz (AUT),26 JUL 1999,-0.1
20.63,Marcin URBAŚ,17 SEP 1976,POL,1,Montauban (FRA),07 AUG 1999,-0.1
20.63,Christopher LAMBERT,06 APR 1981,GBR,1,Neubrandenburg (GER),21 AUG 1999,0.0
20.63,Tatsuhiko WATANABE,01 JUN 1976,JPN,1,Nagano (JPN),28 AUG 1999,1.3
20.63,Andrea COLOMBO,14 FEB 1974,ITA,2,Sassari (ITA),11 SEP 1999,0.6
20.63,Darryl WOHLSEN,06 MAR 1973,AUS,sf,Sydney (AUS),27 FEB 2000,0.9
20.63,Damien MARSH,28 MAR 1971,AUS,9,Pietersburg (RSA),18 MAR 2000,1.8
20.63,Ja'Warren HOOKER,24 SEP 1978,USA,1,"Los Angeles, CA (USA)",18 MAR 2000,0.7
20.63,Ja'Warren HOOKER,24 SEP 1978,USA,1,"Des Moines, IA (USA)",29 APR 2000,-1.0
20.63,Derrick BREW,28 DEC 1977,USA,h,"Baton Rouge, LA (USA)",12 MAY 2000,1.9
20.63,Aaron ARMSTRONG,14 OCT 1977,TTO,5,"Baton Rouge, LA (USA)",14 MAY 2000,1.8
20.63,Daymond CARROLL,27 APR 1977,USA,5,"Baton Rouge, LA (USA)",14 MAY 2000,1.8
20.63,Michael MARSH,04 AUG 1967,USA,1,"Houston, TX (USA)",26 MAY 2000,0.8
20.63,Joshua J. JOHNSON,10 MAY 1976,USA,1,"Houston, TX (USA)",16 JUN 2000,0.0
20.63,Julien RAEBURN,18 SEP 1978,TTO,1,Port-of-Spain (TTO),17 JUN 2000,
20.63,Andrew TYNES,13 FEB 1972,BAH,1,"El Paso, TX (USA)",24 JUN 2000,1.2
20.63,Stéphan BUCKLAND,12 JAN 1977,MRI,1,Celle Ligure (ITA),27 JUN 2000,
20.63,David DOPEK,08 FEB 1973,USA,1,"Indianapolis, IN (USA)",01 JUL 2000,2.0
20.63,Frédéric KRANTZ,13 SEP 1978,FRA,3,Paris (FRA),23 JUL 2000,-0.3
20.63,Geir MOEN,26 JUN 1969,NOR,1,Uddevalla (SWE),23 JUL 2000,1.2
20.63,Joseph BATANGDON,29 JUL 1978,CMR,2,Barcelona (ESP),25 JUL 2000,0.0
20.63,Geir MOEN,26 JUN 1969,NOR,2,Rieti (ITA),03 SEP 2000,0.3
20.63,Floyd HEARD,24 MAR 1966,USA,6sf2,"Olympic Stadium, Sydney (AUS)",28 SEP 2000,0.3
20.63,Kevin BRAUNSKILL,31 MAR 1969,USA,3,Roodeport (RSA),17 MAR 2001,0.0
20.63,Paul GORRIES,28 FEB 1981,RSA,6,Pretoria (RSA),23 MAR 2001,0.4
20.63,Christian MALCOLM,03 JUN 1979,GBR,1,Loughborough (GBR),20 MAY 2001,-1.0
20.63,Joseph BATANGDON,29 JUL 1978,CMR,1,Dijon (FRA),02 JUN 2001,0.9
20.63,Alessandro CAVALLARO,22 FEB 1980,ITA,2f2,Athina (GRE),11 JUN 2001,0.4
20.63,Brian LEWIS,05 DEC 1974,USA,3sf2,"Eugene, OR (USA)",23 JUN 2001,0.9
20.63,Joseph BATANGDON,29 JUL 1978,CMR,1h3,St-Etienne (FRA),01 JUL 2001,1.5
20.63,Christian MALCOLM,03 JUN 1979,GBR,2,Birmingham (GBR),15 JUL 2001,0.6
20.63,Marco TORRIERI,14 MAY 1978,ITA,1h2,"Commonwealth Stadium, Edmonton (CAN)",07 AUG 2001,1.0
20.63,Caimin DOUGLAS,11 MAY 1977,AHO,3h3,"Commonwealth Stadium, Edmonton (CAN)",07 AUG 2001,-1.6
20.63,Joseph BATANGDON,29 JUL 1978,CMR,2h4,"Commonwealth Stadium, Edmonton (CAN)",07 AUG 2001,0.1
20.63,Alexander KOSENKOW,14 MAR 1977,GER,3h4,"Commonwealth Stadium, Edmonton (CAN)",07 AUG 2001,0.1
20.63,Stéphan BUCKLAND,12 JAN 1977,MRI,7,"Letzigrund, Zürich (SUI)",17 AUG 2001,-1.1
20.63,Troy DOUGLAS,30 NOV 1962,NED,3,Thessaloniki (GRE),22 AUG 2001,0.3
20.63,Corné DU PLESSIS,20 MAR 1978,RSA,1qf2,Beijing (CHN),30 AUG 2001,1.4
20.63,Aziz ZAKARI,02 SEP 1976,GHA,6,Melbourne (AUS),09 SEP 2001,1.0
20.63,Michael FRATER,06 OCT 1982,JAM,1h,"Louisville, KY (USA)",10 MAY 2002,0.6
20.63,André Domingos DA SILVA,26 NOV 1972,BRA,1h2,Ciudad de Guatemala (GUA),12 MAY 2002,-1.4
20.63,Robert PARHAM,02 JUN 1982,USA,5,"Starkville, MS (USA)",12 MAY 2002,1.5
20.63,Marcin NOWAK,02 AUG 1977,POL,2,Szczecin (POL),21 JUL 2002,1.5
20.63,Marlon DEVONISH,01 JUN 1976,GBR,1qf4,Manchester (GBR),28 JUL 2002,-0.4
20.63,Patrick JOHNSON,26 SEP 1972,AUS,1,Canberra (AUS),21 DEC 2002,0.0
20.63,Patrick JOHNSON,26 SEP 1972,AUS,1,Canberra (AUS),14 JAN 2003,0.0
20.63,Kaaron CONWRIGHT,08 AUG 1976,USA,3,Basseterre (SKN),30 APR 2003,-0.6
20.63,Jorge Célio DA ROCHA SENA,31 JAN 1985,BRA,5,"Mangueirão, Belém (BRA)",04 MAY 2003,0.8
20.63,Bobby WILLIAMS,03 FEB 1978,USA,3,"Portland, OR (USA)",17 MAY 2003,1.4
20.63,Julian GOLDING,17 FEB 1975,GBR,2,Bydgoszcz (POL),08 JUN 2003,0.0
20.63,Claudinei Quirino DA SILVA,19 NOV 1970,BRA,2,Barquisimeto (VEN),22 JUN 2003,-0.9
20.63,Frank FREDERICKS,02 OCT 1967,NAM,1,Tel Aviv (ISR),14 JUL 2003,-0.5
20.63,David NEVILLE,01 JUN 1984,USA,2,Bridgetown (BAR),20 JUL 2003,0.0
20.63,Sebastian ERNST,11 OCT 1984,GER,1,Tampere (FIN),27 JUL 2003,1.0
20.63,Julien DUNKLEY,20 DEC 1975,JAM,2,La Chaux-de-Fonds (SUI),17 AUG 2003,-1.5
20.63,Marlon DEVONISH,01 JUN 1976,GBR,4,Helsinki (FIN),18 AUG 2003,0.1
20.63,Shinji TAKAHIRA,18 JUL 1984,JPN,1,Maebashi (JPN),12 OCT 2003,0.2
20.63,Jordan VADEN,15 SEP 1978,USA,1,"Charlotte, NC (USA)",20 MAR 2004,1.2
20.63,Brian DZINGAI,29 APR 1981,ZIM,1,"Chapel Hill, NC (USA)",16 APR 2004,0.5
20.63,Patrick STEVENS,31 JAN 1968,BEL,4,Ciudad de México (MEX),22 MAY 2004,-0.2
20.63,Uchenna EMEDOLU,17 SEP 1976,NGR,1,Lisboa (POR),06 JUN 2004,1.0
20.63,Dominic DEMERITTE,22 FEB 1978,BAH,4,Ostrava (CZE),08 JUN 2004,-2.6
20.63,Ronald POGNON,16 NOV 1982,FRA,4,"Zdzisław Krzyszkowiak Stadium, Bydgoszcz (POL)",20 JUN 2004,0.0
20.63,Sebastian ERNST,11 OCT 1984,GER,5,"Zdzisław Krzyszkowiak Stadium, Bydgoszcz (POL)",20 JUN 2004,0.0
20.63,Dominic DEMERITTE,22 FEB 1978,BAH,3,Herakleion (GRE),04 JUL 2004,0.9
20.63,Domenik PETERSON,12 DEC 1984,USA,3qf1,"Sacramento, CA (USA)",17 JUL 2004,-1.2
20.63,Yunbao SHEN,28 JUL 1976,CHN,1,Beijing (CHN),18 JUL 2004,-0.8
20.63,Johan WISSMAN,02 NOV 1982,SWE,1,Karlstad (SWE),08 AUG 2004,0.4
20.63,Marcin JĘDRUSIŃSKI,28 AUG 1981,POL,1h4,"Olympic Stadium, Athina (GRE)",24 AUG 2004,0.0
20.63,Brendan CHRISTIAN,11 DEC 1983,ANT,7qf3,"Olympic Stadium, Athina (GRE)",24 AUG 2004,0.5
20.63,Sebastian ERNST,11 OCT 1984,GER,9sf2,"Olympic Stadium, Athina (GRE)",25 AUG 2004,0.2
20.63,Shingo SUETSUGU,02 JUN 1980,JPN,1,"Tucson, AZ (USA)",18 MAR 2005,0.1
20.63,Gary KIKAYA,04 FEB 1978,COD,,"Knoxville, TN (USA)",09 APR 2005,1.6
20.63,Seth AMOO,20 MAR 1983,GHA,1,"Westwood, CA (USA)",15 MAY 2005,1.4
20.63,Dominic DEMERITTE,22 FEB 1978,BAH,4,"Mangueirão, Belém (BRA)",22 MAY 2005,0.0
20.63,Omar BROWN,21 JUN 1982,JAM,6h2,"Sacramento, CA (USA)",09 JUN 2005,0.7
20.63,Seth AMOO,20 MAR 1983,GHA,6,"Sacramento, CA (USA)",11 JUN 2005,-0.7
20.63,Leo BOOKMAN,30 JAN 1982,USA,1h1,"Carson, CA (USA)",25 JUN 2005,-0.9
20.63,Dwight THOMAS,23 SEP 1980,JAM,2,Rethymno (GRE),10 JUL 2005,0.2
20.63,Tobias UNGER,10 JUL 1979,GER,3sf1,"Olympiastadion, Helsinki (FIN)",10 AUG 2005,-0.1
20.63,Daniel BATMAN,20 MAR 1981,AUS,1,Canberra (AUS),12 NOV 2005,1.5
20.63,Uchenna EMEDOLU,17 SEP 1976,NGR,1,Melbourne (AUS),09 MAR 2006,-0.4
20.63,Patrick JOHNSON,26 SEP 1972,AUS,3sf1,Melbourne (AUS),23 MAR 2006,1.0
20.63,Stéphan BUCKLAND,12 JAN 1977,MRI,1sf2,Melbourne (AUS),23 MAR 2006,1.7
20.63,Steve SLOWLY,18 APR 1979,JAM,2,"El Paso, TX (USA)",15 APR 2006,1.7
20.63,Marcin URBAŚ,17 SEP 1976,POL,4,Osaka (JPN),06 MAY 2006,1.4
20.63,DaBryan BLANTON,03 JUL 1984,USA,5,Xalapa (MEX),13 MAY 2006,-1.3
20.63,Daniel WARD,04 JAN 1984,NED,3,"El Paso, TX (USA)",13 MAY 2006,1.1
20.63,Willie PERRY,16 MAY 1987,USA,4,"Fayetteville, AR (USA)",14 MAY 2006,0.5
20.63,Chauncey HARRIS,21 SEP 1983,USA,3h,"Knoxville, TN (USA)",26 MAY 2006,1.2
20.63,Omar BROWN,21 JUN 1982,JAM,3,Ostrava (CZE),30 MAY 2006,0.5
20.63,Caimin DOUGLAS,11 MAY 1977,NED,2,Kalamata (GRE),03 JUN 2006,1.2
20.63,Stéphan BUCKLAND,12 JAN 1977,MRI,3,Kalamata (GRE),03 JUN 2006,1.2
20.63,Kelly WILLIE,07 SEP 1982,USA,6h,"Indianapolis, IN (USA)",24 JUN 2006,-0.1
20.63,Matic OSOVNIKAR,19 JAN 1980,SLO,1,Maribor (SLO),19 JUL 2006,1.4
20.63,Michael MITCHELL,16 MAY 1981,USA,1,"Palo Alto, CA (USA)",31 MAR 2007,0.9
20.63,Greg NIXON,12 SEP 1981,USA,1,"La Jolla, CA (USA)",21 APR 2007,0.9
20.63,Courtney THOMAS,04 MAR 1987,USA,1,"Waco, TX (USA)",21 APR 2007,1.0
20.63,Paul SMITH,29 MAY 1984,USA,1,"Provo, UT (USA)",28 APR 2007,1.4
20.63,Sandro Ricardo RODRIGUES VIANA,26 MAR 1977,BRA,1sf,São Paulo (BRA),26 MAY 2007,0.3
20.63,Christopher LLOYD,10 OCT 1980,DMA,5,"Zdzisław Krzyszkowiak Stadium, Bydgoszcz (POL)",10 JUN 2007,0.6
20.63,Ramone MCKENZIE,15 NOV 1990,JAM,1,Kingston (JAM),24 JUN 2007,1.2
20.63,Alexander KOSENKOW,14 MAR 1977,GER,6,"Olympiastadion, München (GER)",24 JUN 2007,1.0
20.63,Shingo SUETSUGU,02 JUN 1980,JPN,1h2,Osaka (JPN),29 JUN 2007,-1.6
20.63,Joseph Obinna METU,12 JUL 1988,NGR,1h3,Algiers (ALG),21 JUL 2007,-0.6
20.63,Marcin JĘDRUSIŃSKI,28 AUG 1981,POL,2,Naimette-Xhovémont (BEL),25 JUL 2007,0.6
20.63,Damein WHITE,06 MAY 1986,USA,4f1,"Los Angeles, CA (USA)",07 JUN 2008,1.0
20.63,Demetrias MCCLOUD,24 SEP 1980,USA,1,"Greensboro, NC (USA)",14 JUN 2008,1.0
20.63,Bernard WILLIAMS,19 JAN 1978,USA,7,"Eugene, OR (USA)",06 JUL 2008,1.7
20.63,Shinji TAKAHIRA,18 JUL 1984,JPN,7qf2,"National Stadium, Beijing (CHN)",18 AUG 2008,0.2
20.63,Rondel SORRILLO,24 JAN 1986,TTO,4qf4,"National Stadium, Beijing (CHN)",18 AUG 2008,0.3
20.63,Marlon DEVONISH,01 JUN 1976,GBR,6,Rieti (ITA),07 SEP 2008,0.6
20.63,Gary KIKAYA,04 FEB 1978,COD,2,Daegu (KOR),25 SEP 2008,
20.63,Ricardo LOCKETT,30 NOV 1989,USA,1,"San Angelo, TX (USA)",21 MAY 2009,0.6
20.63,Trell KIMMONS,13 JUL 1985,USA,1,"Orlando, FL (USA)",13 JUN 2009,-1.5
20.63,Robert HERING,14 JUN 1990,GER,1f1,Mannheim (GER),14 JUN 2009,0.4
20.63,Rondel SORRILLO,24 JAN 1986,TTO,6sf1,"Olympiastadion, Berlin (GER)",19 AUG 2009,0.0
20.63,Brendan CHRISTIAN,11 DEC 1983,ANT,2,Tallinn (EST),25 AUG 2009,-0.8
20.63,Shinji TAKAHIRA,18 JUL 1984,JPN,1,Okayama (JPN),26 SEP 2009,-1.6
20.63,Dwight MULLINGS,10 DEC 1986,JAM,1f1,"Oxford, MS (USA)",10 APR 2010,-0.8
20.63,Sandro Ricardo RODRIGUES VIANA,26 MAR 1977,BRA,1f1,São Paulo (BRA),25 APR 2010,0.5
20.63,Nickel ASHMEADE,07 APR 1990,JAM,5,Kingston (JAM),01 MAY 2010,-0.8
20.63,Jeremy DODSON,30 AUG 1987,USA,3,"Columbia, MO (USA)",16 MAY 2010,0.5
20.63,Teddy WILLIAMS,03 JUL 1988,USA,2,"Arlington, TX (USA)",16 MAY 2010,0.3
20.63,Evander WELLS,07 DEC 1987,USA,2f2,"Greensboro, NC (USA)",29 MAY 2010,0.6
20.63,Aziz ZAKARI,02 SEP 1976,GHA,4,"Stade Raymond Petit, Tomblaine (FRA)",25 JUN 2010,1.0
20.63,Lansford Winston SPENCE,15 DEC 1982,JAM,2,Kingston (JAM),27 JUN 2010,0.0
20.63,Christian MALCOLM,03 JUN 1979,GBR,1h1,"Estadio Olímpico, Barcelona (ESP)",29 JUL 2010,-1.6
20.63,Jaysuma SAIDY NDURE,01 JAN 1984,NOR,5,"Estadio Olímpico, Barcelona (ESP)",30 JUL 2010,-0.8
20.63,Marlon DEVONISH,01 JUN 1976,GBR,5,"Crystal Palace, London (GBR)",14 AUG 2010,-0.6
20.63,Justin GATLIN,10 FEB 1982,USA,1,Arzana (ITA),07 SEP 2010,-0.1
20.63,Omar Jouma Bilal AL SALFA,15 OCT 1989,UAE,1h2,Guangzhou (CHN),24 NOV 2010,1.0
20.63,Michael HERRERA,05 JUN 1985,CUB,1,La Habana (CUB),27 MAY 2011,-0.9
20.63,Desmond JACKSON,27 APR 1989,USA,1,"Turlock, CA (USA)",28 MAY 2011,1.8
20.63,Tran HOWELL,27 MAR 1988,USA,3h1,"Des Moines, IA (USA)",09 JUN 2011,0.6
20.63,Ainsley WAUGH,17 SEP 1981,JAM,3sf1,Kingston (JAM),25 JUN 2011,0.5
20.63,Pavel MASLÁK,21 FEB 1991,CZE,3h2,"DS, Daegu (KOR)",02 SEP 2011,-0.3
20.63,Bruno DE BARROS,07 JAN 1987,BRA,2h6,"DS, Daegu (KOR)",02 SEP 2011,0.4
20.63,Mario FORSYTHE,30 OCT 1985,JAM,3sf3,"DS, Daegu (KOR)",02 SEP 2011,-0.7
20.63,Calesio NEWMAN,20 AUG 1986,USA,1f4,"Greensboro, NC (USA)",21 APR 2012,-1.9
20.63,Thuso MPUANG,01 MAR 1984,RSA,1sf3,Pretoria (RSA),05 MAY 2012,0.1
20.63,Carlos Rafael JORGE,24 SEP 1986,DOM,1f1,Mayagüez (PUR),05 MAY 2012,0.8
20.63,Vyacheslav MURAVYEV,14 JUL 1982,KAZ,1,Almaty (KAZ),05 MAY 2012,1.5
20.63,Tremaine HARRIS,10 FEB 1992,CAN,2f2,Port-of-Spain (TTO),19 MAY 2012,0.6
20.63,Zye BOEY,08 MAY 1989,USA,1h4,"Austin, TX (USA)",25 MAY 2012,1.5
20.63,Marcus ROWLAND,11 MAR 1990,USA,4sf1,"Jacksonville, FL (USA)",26 MAY 2012,0.2
20.63,Kenji FUJIMITSU,01 MAY 1986,JPN,2h1,Osaka (JPN),09 JUN 2012,0.0
20.63,Aldemir JUNIOR,08 JUN 1992,BRA,1h1,Barquisimeto (VEN),09 JUN 2012,-1.0
20.63,Alex QUIÑÓNEZ,11 AUG 1989,ECU,2h2,Barquisimeto (VEN),09 JUN 2012,-1.4
20.63,Ainsley WAUGH,17 SEP 1981,JAM,1f1,Moskva (RUS),11 JUN 2012,0.6
20.63,Serhiy SMELYK,19 APR 1987,UKR,1f2,Yalta (UKR),14 JUN 2012,-0.2
20.63,Christian MALCOLM,03 JUN 1979,GBR,2,Birmingham (GBR),24 JUN 2012,1.5
20.63,Churandy MARTINA,03 JUL 1984,NED,1sf1,"Olympiastadion, Helsinki (FIN)",29 JUN 2012,-0.3
20.63,Mosito LEHATA,08 APR 1989,LES,1sf1,Porto Novo (BEN),30 JUN 2012,-0.2
20.63,Lalonde GORDON,25 NOV 1988,TTO,1,"Omaha, NE (USA)",07 JUL 2012,1.8
20.63,Brendan CHRISTIAN,11 DEC 1983,ANT,4h6,"Olympic Stadium, London (GBR)",07 AUG 2012,0.7
20.63,Aldemir JUNIOR,08 JUN 1992,BRA,5sf2,"Olympic Stadium, London (GBR)",08 AUG 2012,-0.6
20.63,Dentarius LOCKE,12 DEC 1989,USA,1f1,"Tallahassee, FL (USA)",03 MAY 2013,0.2
20.63,Bryshon NELLUM,01 MAY 1989,USA,1h4,"Los Angeles, CA (USA)",11 MAY 2013,-0.4
20.63,Tremaine HARRIS,10 FEB 1992,CAN,4,"Mangueirão, Belém (BRA)",12 MAY 2013,1.6
20.63,Zhenye XIE,17 AUG 1993,CHN,7,"Shanghai Stadium, Shanghai (CHN)",18 MAY 2013,0.0
20.63,Aldemir JUNIOR,08 JUN 1992,BRA,5,São Paulo (BRA),19 MAY 2013,0.7
20.63,James TAYLOR,30 JUN 1990,USA,3f1,"Greensboro, NC (USA)",25 MAY 2013,1.7
20.63,Nil DE OLIVEIRA,03 SEP 1986,SWE,1f1,Skara (SWE),06 JUN 2013,0.9
20.63,Ramon MILLER,17 FEB 1987,BAH,3,"FBK Stadium, Hengelo (NED)",08 JUN 2013,2.0
20.63,Jefferson LIBERATO,17 OCT 1990,BRA,3,São Paulo (BRA),09 JUN 2013,0.5
20.63,Michael O'HARA,29 SEP 1996,JAM,1,Donetsk (UKR),14 JUL 2013,-1.0
20.63,Reynier MENA,21 NOV 1996,CUB,1,Medellín (COL),24 AUG 2013,
20.63,José Carlos HERRERA,05 FEB 1986,MEX,3f1,"Walnut, CA (USA)",19 APR 2014,1.6
20.63,Omar JOHNSON,25 NOV 1988,JAM,2f1,"Canyon, TX (USA)",26 APR 2014,1.4
20.63,Kirani JAMES,01 SEP 1992,GRN,1,Tokyo (JPN),11 MAY 2014,-1.2
20.63,Edino STEELE,01 JUN 1987,JAM,2f8,Kingston (JAM),17 MAY 2014,0.9
20.63,Teray SMITH,28 SEP 1994,BAH,4,"Lexington, KY (USA)",18 MAY 2014,-0.5
20.63,Pavel MASLÁK,21 FEB 1991,CZE,1,Vila Real de Santo António (POR),25 MAY 2014,-1.7
20.63,Kahlil HENDERSON,18 NOV 1994,USA,2qf2,"Jacksonville, FL (USA)",31 MAY 2014,1.1
20.63,Kei TAKASE,25 NOV 1988,JPN,2,Fukushima (JPN),07 JUN 2014,0.9
20.63,Mohammad Hossein ABAREGHI,05 JAN 1995,IRI,1h3,Taipei City (TPE),14 JUN 2014,1.0
20.63,Jeffrey JOHN,06 JUN 1992,FRA,1,Aubagne (FRA),15 JUN 2014,0.2
20.63,Aaron ERNEST,08 NOV 1993,USA,2h2,"Sacramento, CA (USA)",28 JUN 2014,0.7
20.63,Shota HARA,18 JUL 1992,JPN,1,Heusden-Zolder (BEL),19 JUL 2014,-0.1
20.63,Chijindu UJAH,05 MAR 1994,GBR,1f1,Lee Valley (GBR),06 AUG 2014,-0.1
20.63,Daniel TALBOT,01 MAY 1991,GBR,1h3,"Letzigrund, Zürich (SUI)",14 AUG 2014,-0.4
20.63,Ncincilili TITI,15 DEC 1993,RSA,4,"Le Grande Stade, Marrakesh (MAR)",14 AUG 2014,-0.8
20.63,José Carlos HERRERA,05 FEB 1986,MEX,3,Veracruz (MEX),27 NOV 2014,-1.8
20.63,Bruno DE BARROS,07 JAN 1987,BRA,1f1,Maringa (BRA),28 FEB 2015,0.9
20.63,Gift LEOTLELA,12 MAY 1998,RSA,1,Pretoria (RSA),20 MAR 2015,0.2
20.63,Ratu Banuve TABAKAUCORO,04 SEP 1992,FIJ,f1,Brisbane (AUS),29 MAR 2015,1.7
20.63,David VERBURG,14 MAY 1991,USA,3f4,"Gainesville, FL (USA)",03 APR 2015,-0.1
20.63,Corneil LIONEL,28 OCT 1991,LCA,2f1,"Norman, OK (USA)",18 APR 2015,1.6
20.63,D.J. ZAHN,31 JAN 1993,USA,1f6,"Champaign, IL (USA)",18 APR 2015,-0.1
20.63,Antoine ADAMS,31 AUG 1988,SKN,3f1,"San Marcos, TX (USA)",25 APR 2015,1.9
20.63,Trentavis FRIDAY,05 JUN 1995,USA,1h4,"Tallahassee, FL (USA)",15 MAY 2015,0.8
20.63,Ceolamar WAYS,22 NOV 1994,USA,2h4,"Tallahassee, FL (USA)",15 MAY 2015,0.8
20.63,Ceolamar WAYS,22 NOV 1994,USA,3,"Tallahassee, FL (USA)",16 MAY 2015,1.8
20.63,Arthur DELANEY,23 JUN 1993,USA,2h1,"Austin, TX (USA)",29 MAY 2015,2.0
20.63,Shavez HART,06 SEP 1992,BAH,1qf3,"Austin, TX (USA)",30 MAY 2015,-0.1
20.63,Alonso EDWARD,08 DEC 1989,PAN,7,"Hayward Field, Eugene, OR (USA)",30 MAY 2015,0.9
20.63,Joseph MORRIS,04 OCT 1989,USA,1f1,St. Pölten (AUT),04 JUN 2015,1.1
20.63,Fahhad Mohammed ALSUBAIE,04 FEB 1994,KSA,2,Wuhan (CHN),07 JUN 2015,1.0
20.63,Terrel COTTON,19 JUL 1988,USA,5,"Icahn Stadium, New York, NY (USA)",13 JUN 2015,-2.8
20.63,Takuya NAGATA,14 JUN 1994,JPN,4,Nagoya (JPN),27 JUN 2015,0.8
20.63,Liemarvin BONEVACIA,05 APR 1989,NED,1f2,Bruxelles (BEL),05 JUL 2015,1.3
20.63,Robert HERING,14 JUN 1990,GER,1f1,Zeulenroda (GER),10 JUL 2015,0.7
20.63,Leon REID,26 JUL 1994,GBR,2,"Kadrioru staadion, Tallinn (EST)",11 JUL 2015,1.1
20.63,Rondel SORRILLO,24 JAN 1986,TTO,5h3,"CIBC, Toronto (CAN)",23 JUL 2015,1.9
20.63,Teray SMITH,28 SEP 1994,BAH,3sf3,San José (CRC),07 AUG 2015,0.8
20.63,Robin EREWA,24 JUN 1991,GER,1f1,Mannheim (GER),08 AUG 2015,0.3
20.63,Teray SMITH,28 SEP 1994,BAH,5f1,"Austin, TX (USA)",16 APR 2016,0.3
20.63,Brendon RODNEY,09 APR 1992,CAN,1f1,"Atlanta, GA (USA)",23 APR 2016,0.6
20.63,Antoine ADAMS,31 AUG 1988,SKN,4f9,"Waco, TX (USA)",23 APR 2016,0.1
20.63,Artur Bruno ROJAS DA SILVA,27 MAY 1993,BOL,2f1,Cochabamba (BOL),24 APR 2016,1.7
20.63,Steven GARDINER,12 SEP 1995,BAH,1,Nassau (BAH),30 APR 2016,1.6
20.63,Ahmed ALI,15 NOV 1993,SUD,1h2,"Tuscaloosa, AL (USA)",12 MAY 2016,1.9
20.63,Julius MORRIS,14 APR 1994,MNT,1,"Murfreesboro, TN (USA)",15 MAY 2016,0.3
20.63,Elijah HALL-THOMPSON,22 AUG 1994,USA,1h4,"Levelland, TX (USA)",18 MAY 2016,0.2
20.63,Kyree KING,09 JUL 1994,USA,3h2,"Jacksonville, FL (USA)",27 MAY 2016,1.0
20.63,Terrell SMITH,10 OCT 1994,USA,3h6,"Lawrence, KS (USA)",28 MAY 2016,0.8
20.63,Karol ZALEWSKI,07 AUG 1993,POL,1h1,Bydgoszcz (POL),25 JUN 2016,-1.1
20.63,Walter DIX,31 JAN 1986,USA,5sf2,"Hayward Field, Eugene, OR (USA)",08 JUL 2016,0.4
20.63,Sean MCLEAN,23 MAR 1992,USA,8,"Hayward Field, Eugene, OR (USA)",09 JUL 2016,1.6
20.63,Gift LEOTLELA,12 MAY 1998,RSA,1h3,"Zdzisław Krzyszkowiak Stadium, Bydgoszcz (POL)",21 JUL 2016,1.6
20.63,Nigel ELLIS,08 AUG 1997,JAM,3,"Zdzisław Krzyszkowiak Stadium, Bydgoszcz (POL)",22 JUL 2016,1.2
20.63,Sibusiso MATSENJWA,02 MAY 1988,SWZ,6h3,"Estádio Olímpico, Rio de Janeiro (BRA)",16 AUG 2016,0.3
20.63,Lykourgos-Stefanos TSAKONAS,08 MAR 1990,GRE,7sf3,"Estádio Olímpico, Rio de Janeiro (BRA)",17 AUG 2016,-0.2
20.63,Shota HARA,18 JUL 1992,JPN,2,Marseille (FRA),13 SEP 2016,-0.4
20.63,Clayton VAUGHN,15 MAY 1992,USA,1f9,"Arlington, TX (USA)",25 MAR 2017,1.0
20.63,Amir JAMES,07 DEC 1995,USA,1f6,"Waco, TX (USA)",08 APR 2017,1.7
20.63,Remontay MCCLAIN,21 SEP 1992,USA,3f1,"Torrance, CA (USA)",15 APR 2017,0.3
20.63,Joachim Hendrik MAARTENS,24 MAY 1996,RSA,2,Cape Town (RSA),29 APR 2017,0.8
20.63,Christian SOURAPAS,17 JUL 1996,USA,1,"Los Angeles, CA (USA)",30 APR 2017,0.9
20.63,Brendon RODNEY,09 APR 1992,CAN,8,"Shanghai Stadium, Shanghai (CHN)",13 MAY 2017,-0.4
20.63,Jaylen BACON,05 AUG 1996,USA,1h4,"Arlington, TX (USA)",13 MAY 2017,-0.8
20.63,Nick GRAY,02 JUN 1997,USA,7sf1,"Eugene, OR (USA)",07 JUN 2017,1.6
20.63,Julian REUS,29 APR 1988,GER,1f3,Regensburg (GER),11 JUN 2017,-0.1
20.63,Yusuke TANAKA,11 JAN 1998,JPN,2,Hiratsuka (JPN),11 JUN 2017,0.9
20.63,Walter DIX,31 JAN 1986,USA,7,"Sacramento, CA (USA)",25 JUN 2017,-2.3
20.63,Tyrese COOPER,21 MAR 2000,USA,1h12,"Ypsilanti, MI (USA)",01 AUG 2017,1.9
20.63,Abdul Hakim SANI BROWN,06 MAR 1999,JPN,7,"Olympic Stadium, London (GBR)",10 AUG 2017,-0.1
20.63,Ngoni MAKUSHA,29 JUN 1994,ZIM,4,Paarl (RSA),22 MAR 2018,1.9
20.63,Kyle GREAUX,26 APR 1988,TTO,6,Gold Coast (AUS),12 APR 2018,0.9
